,fecha_inicial,fecha_final,año_inicial,mes_inicial,dia_inicial,año_final,mes_final,dia_final,pais,ciudad,categoria_principal,categoria,proyecto_featured,descripcion_largo,descripcion_full_largo,titulo_largo,cant_creaciones_dueño,cant_faqs,cant_imagenes,cant_videos,cant_tiers,tier_promedio,tier_max,tier_min,duracion,moneda,objetivo_monto,objetivo_ratio,title,cotizacion,moneda_igual_pais,dia_semana_inicial,dia_semana_final,weekend_inicial,weekend_final,primera_quincena_inicial,primera_quincena_final,id,monto_obtenido,monto_obtenido_porcentaje,estado,exito
3234,2019-03-25,2019-04-29,2019,3,25,2019,4,29,United States,Seattle,Design,Product Design,0,68,2410,11,1,13,20,1,5,63.0,180.0,15.0,35,USD,5000.0,142.857142857143,Finger Yogi,1.0,1,lunes,lunes,0,0,0,0,3374,2186.0,0.4372,Cancelled by Creator,fail
3235,2019-03-18,2019-04-30,2019,3,18,2019,4,30,United States,Lakewood,Art,Art,0,135,363,24,1,0,1,0,28,86.17857142857142,220.0,9.0,43,USD,360.0,8.37209302325581,Miraculous Lady Bug Pins,1.0,1,lunes,martes,0,0,0,0,3073,41.0,0.1139,Funding Unsuccessful,fail
3236,2019-04-11,2019-05-01,2019,4,11,2019,5,1,United States,Salt Lake City,Fashion,Accessories,0,81,5647,35,1,0,11,1,20,43.25,112.0,1.0,20,USD,950.0,47.5,HYYH Art Nouveau Spinner Enamel Pin,1.0,1,jueves,miércoles,0,0,1,1,2852,1248.0,1.3137,Funding Successful,success
3237,2019-03-12,2019-04-11,2019,3,12,2019,4,11,Singapore,Singapore,Crafts,Crafts,0,134,222,14,1,0,13,0,9,69.7777777777778,168.0,2.0,30,USD,500.0,16.6666666666667,Pokemon Charms,1.0,0,martes,jueves,0,0,1,1,5115,2258.0,4.516,Funding Successful,success
3238,2019-03-12,2019-04-11,2019,3,12,2019,4,11,Canada,Toronto,Technology,Hardware,0,124,1186,44,1,0,1,0,1,90.0,90.0,90.0,30,USD,15000.0,500.0,Package Keeper Anti-theft Parcel Storage Bag,1.0,0,martes,jueves,0,0,1,1,5198,202.0,0.0135,Cancelled by Creator,fail
3239,2019-02-25,2019-03-27,2019,2,25,2019,3,27,United Kingdom,Wales,Film & Video,Webseries,0,120,1370,31,1,0,6,1,7,176.262085714286,656.295,6.56295,30,GBP,9844.425,430.723127025,BLACK RIVER MEADOW II: The Lure,1.31259,1,lunes,miércoles,0,0,0,0,6346,10001.9358,1.016,Funding Successful,success
3240,2019-03-12,2019-04-11,2019,3,12,2019,4,11,United Kingdom,London,Technology,Apps,0,108,3314,12,1,0,1,0,5,55.180719999999994,129.4524,11.7684,30,GBP,7845.6,341.963552,Mane Hook-Up,1.3076,1,martes,jueves,0,0,1,1,7368,370.0508,0.0472,Funding Unsuccessful,fail
3241,2019-03-24,2019-04-23,2019,3,24,2019,4,23,United States,New York,Games,Playing Cards,0,103,6355,23,1,0,39,0,11,93.1818181818182,466.0,8.0,30,USD,5000.0,166.666666666667,Surfboard Playing Cards,1.0,1,domingo,martes,1,0,0,0,3818,16703.0,3.3406,Funding Successful,success
3242,2019-03-26,2019-04-25,2019,3,26,2019,4,25,United States,Fort Wayne,Music,Faith,0,70,2625,25,1,0,1,0,2,100.0,150.0,50.0,30,USD,750.0,25.0,"The ""nTuned.net"" PROJECT!",1.0,1,martes,jueves,0,0,0,0,4005,12.0,0.016,Funding Unsuccessful,fail
3243,2019-03-25,2019-04-22,2019,3,25,2019,4,22,United States,Oakland,Food,Vegan,1,134,12088,49,1,1,24,1,13,138.153846153846,1000.0,1.0,28,USD,25000.0,892.8571428571429,Salt Point Seaweed: Hand-harvested seaweed snacks,1.0,1,lunes,lunes,0,0,0,0,3787,42635.0,1.7054,Funding Successful,success
3244,2019-02-28,2019-03-16,2019,2,28,2019,3,16,United States,Colorado Springs,Comics,Webcomics,1,69,1098,34,1,0,11,0,6,20.6666666666667,45.0,1.0,16,USD,500.0,31.25,Title Unrelated Volume 1 (Reprint),1.0,1,jueves,sábado,0,1,0,0,5505,818.0,1.636,Funding Successful,success
3245,2019-04-02,2019-05-04,2019,4,2,2019,5,4,Australia,Sydney,Comics,Graphic Novels,0,129,2230,46,1,0,12,1,6,199.166666666667,700.0,15.0,32,USD,8000.0,250.0,Princess Nyissa - The Legend of the Lost Light,1.0,0,martes,sábado,0,1,1,1,3035,14711.0,1.8389,Funding Successful,success
3246,2019-02-04,2019-04-01,2019,2,4,2019,4,1,United States,Sacramento,Art,Painting,0,76,2289,53,1,0,7,1,12,138.0,500.0,1.0,56,USD,1000.0,17.8571428571429,Soul Skulls Collect an array of vibrant oil paintings,1.0,1,lunes,lunes,0,0,1,1,6448,256.0,0.256,Funding Unsuccessful,fail
3247,2019-02-28,2019-04-14,2019,2,28,2019,4,14,United States,Cleveland,Technology,Hardware,0,90,1613,32,1,0,1,0,1,10.0,10.0,10.0,45,USD,2500.0,55.5555555555556,SUResuable Cup Cleaner Prototype,1.0,1,jueves,domingo,0,1,0,1,4848,22.0,0.0088,Funding Unsuccessful,fail
3248,2019-03-19,2019-04-26,2019,3,19,2019,4,26,United States,Seattle,Games,Tabletop Games,1,114,5561,13,1,11,44,5,8,2116.25,10000.0,30.0,38,USD,48000.0,1263.15789473684,Critical Core,1.0,1,martes,viernes,0,0,0,0,3761,244162.0,5.0867,Funding Successful,success
3249,2019-01-17,2019-03-18,2019,1,17,2019,3,18,United States,Philadelphia,Film & Video,Thrillers,0,27,724,13,3,0,1,0,10,436.0,2500.0,10.0,60,USD,10000.0,166.666666666667,Paradise Lost,1.0,1,jueves,lunes,0,0,0,0,5458,6797.0,0.6797,Funding Unsuccessful,fail
3250,2019-02-18,2019-04-04,2019,2,18,2019,4,4,United States,Fort Worth,Food,Food Trucks,1,84,1582,57,1,0,3,1,5,362.0,1000.0,10.0,45,USD,10000.0,222.22222222222197,Dayne's Craft Barbecue: A True Story of Culinary Passion.,1.0,1,lunes,jueves,0,0,0,1,6967,10050.0,1.005,Funding Successful,success
3251,2019-02-18,2019-03-11,2019,2,18,2019,3,11,United Kingdom,London,Art,Art,0,117,4965,32,1,0,42,1,3,133.517,232.578,58.1445,21,GBP,12921.0,795.010671428571,Artis Opus - Series M: Brush Set,1.2921,1,lunes,lunes,0,0,0,1,330,88293.0693,6.8333,Funding Successful,success
3252,2018-12-19,2019-02-17,2018,12,19,2019,2,17,Canada,Calgary,Film & Video,Romance,0,65,553,28,1,0,1,0,4,168.75,500.0,25.0,60,USD,2000.0,33.3333333333333,Citizens Against Distraction,1.0,0,miércoles,domingo,0,1,0,0,1813,551.0,0.2755,Funding Unsuccessful,fail
3253,2019-03-27,2019-05-02,2019,3,27,2019,5,2,United States,Dallas,Film & Video,Television,0,127,1942,21,1,0,3,2,6,115.0,500.0,5.0,36,USD,5000.0,138.888888888889,PRIDE WIVES of DALLAS,1.0,1,miércoles,jueves,0,0,0,1,2754,6.0,0.0012,Funding Unsuccessful,fail
3254,2019-03-27,2019-04-26,2019,3,27,2019,4,26,United States,Oak Creek,Art,Mixed Media,0,65,582,12,3,0,1,0,5,190.0,500.0,20.0,30,USD,1000.0,33.3333333333333,Art Supplies,1.0,1,miércoles,viernes,0,0,0,0,3508,399.0,0.39899999999999997,Funding Unsuccessful,fail
3255,2019-01-16,2019-03-07,2019,1,16,2019,3,7,United Kingdom,Manchester,Games,Video Games,0,134,2512,21,1,3,10,1,5,73.44108,193.266,12.8844,50,GBP,30922.56,796.837264128,KeepRollin video game,1.28844,1,miércoles,jueves,0,0,0,1,576,2.57688,0.0001,Cancelled by Creator,fail
3256,2019-03-12,2019-04-17,2019,3,12,2019,4,17,United States,Indianapolis,Design,Product Design,0,122,2193,59,1,0,12,1,7,41.0,120.0,1.0,36,USD,12125.0,336.805555555556,THE LAPDOGG - A TRULY HANDS FREE MOBILE DEVICE APPARATUS!!!,1.0,1,martes,miércoles,0,0,1,0,4438,599.0,0.0494,Funding Unsuccessful,fail
3257,2019-01-12,2019-02-26,2019,1,12,2019,2,26,United Kingdom,North Yorkshire,Fashion,Fashion,0,122,666,19,2,0,1,0,1,12.850999999999999,12.850999999999999,12.850999999999999,45,GBP,192.765,5.50494003333333,DIYturdz expansion!,1.2851,1,sábado,martes,1,0,1,0,1146,1.2851,0.0067,Funding Unsuccessful,fail
3258,2019-02-12,2019-03-19,2019,2,12,2019,3,19,United States,San Francisco,Design,Product Design,0,135,5049,46,1,0,28,1,6,455.166666666667,1800.0,25.0,35,USD,20000.0,571.428571428571,Huglife - The Next Generation Weighted Blanket,1.0,1,martes,martes,0,0,1,0,5629,24114.0,1.2057,Funding Successful,success
3259,2019-01-31,2019-03-03,2019,1,31,2019,3,3,France,Noisiel,Games,Playing Cards,0,127,2701,9,1,0,1,0,5,11.448,22.896,1.1448,31,EUR,2288.4552,84.5104359019355,The party,1.1448,1,jueves,domingo,0,1,0,1,751,148.82399999999998,0.065,Funding Unsuccessful,fail
3260,2018-12-13,2019-02-11,2018,12,13,2019,2,11,Singapore,Singapore,Food,Events,0,133,1573,16,1,0,2,1,8,926.875,3500.0,5.0,60,USD,15000.0,250.0,WrestleFest Asia,1.0,0,jueves,lunes,0,0,1,1,2199,2.0,0.0001,Funding Unsuccessful,fail
3261,2019-01-13,2019-02-16,2019,1,13,2019,2,16,United States,Seattle,Music,Music,0,26,1019,29,1,0,1,1,3,53.3333333333333,100.0,10.0,34,USD,1500.0,44.1176470588235,#TeamSami: An Album of Growth,1.0,1,domingo,sábado,1,1,1,0,1845,1620.0,1.08,Funding Successful,success
3262,2019-04-26,2019-05-04,2019,4,26,2019,5,4,United States,Chicago,Games,Tabletop Games,0,46,7020,23,1,0,6,0,4,27.5,35.0,20.0,8,USD,1000.0,125.0,Sword Commander Project,1.0,1,viernes,sábado,0,1,0,1,211,2466.0,2.4659999999999997,Funding Successful,success
3263,2019-04-03,2019-04-24,2019,4,3,2019,4,24,United States,Monroe,Games,Playing Cards,0,84,3078,51,1,0,15,1,6,61.3333333333333,150.0,18.0,21,USD,6000.0,285.714285714286,Unus Deus: A Catholic Liturgical Card Game for Kids,1.0,1,miércoles,miércoles,0,0,1,0,3909,6449.0,1.0748,Funding Successful,success
3264,2019-02-27,2019-04-05,2019,2,27,2019,4,5,United States,Winston-Salem,Food,Food,0,28,8482,37,1,0,6,1,7,275.714285714286,1000.0,5.0,37,USD,8000.0,216.216216216216,Crooked Tail Cat Cafe - Winston Salem,1.0,1,miércoles,viernes,0,0,0,1,6930,9723.0,1.2154,Funding Successful,success
3265,2019-03-15,2019-04-15,2019,3,15,2019,4,15,France,France,Games,Tabletop Games,0,134,9005,10,1,5,76,1,11,256.730318181818,850.6125,1.13415,31,EUR,51036.75,1867.20419395161,Khârn-Âges,1.13415,1,viernes,lunes,0,0,0,0,4583,70655.2767,1.3844,Funding Successful,success
3266,2019-03-26,2019-04-30,2019,3,26,2019,4,30,China,Shenzhen,Comics,Graphic Novels,0,132,9084,47,4,0,14,1,10,484.0,2500.0,5.0,35,USD,3000.0,85.71428571428571,Um Khuzi: Origin - A Comic Book / Graphic Novel,1.0,0,martes,martes,0,0,0,0,3182,1038.0,0.34600000000000003,Funding Unsuccessful,fail
3267,2019-02-15,2019-04-01,2019,2,15,2019,4,1,United States,Peabody,Food,Drinks,0,110,7544,60,1,0,17,1,10,476.0,2500.0,10.0,45,USD,12500.0,277.777777777778,Gilded Skull Brewing: Belgian-Inspired Farmhouse & Sour Beer,1.0,1,viernes,lunes,0,0,0,1,6632,15070.0,1.2056,Funding Successful,success
3268,2019-01-22,2019-03-03,2019,1,22,2019,3,3,Mexico,Mexico City,Music,Music,0,35,751,42,1,0,0,1,2,6.52,10.432,2.608,40,MXN,730.24,0.95223296,Voces Ancestrales tercer disco de Reezlash,0.052160000000000005,1,martes,domingo,0,1,0,1,711,0.9910399999999999,0.0014,Cancelled by Creator,fail
3269,2019-03-31,2019-04-30,2019,3,31,2019,4,30,United States,Canandaigua,Games,Video Games,0,72,2144,7,1,0,0,1,6,189.166666666667,1000.0,10.0,30,USD,5000.0,166.666666666667,Videlia,1.0,1,domingo,martes,1,0,0,0,3253,51.0,0.0102,Funding Unsuccessful,fail
3270,2019-03-12,2019-04-11,2019,3,12,2019,4,11,United States,Bend,Food,Small Batch,0,68,2718,17,1,0,1,0,5,33.2,65.0,1.0,30,USD,10000.0,333.33333333333303,Protein Infusions,1.0,1,martes,jueves,0,0,1,1,5126,17.0,0.0017,Funding Unsuccessful,fail
3271,2019-01-27,2019-02-26,2019,1,27,2019,2,26,United States,Seattle,Art,Art,0,104,3384,16,1,0,11,0,6,44.1666666666667,150.0,5.0,30,USD,500.0,16.6666666666667,Highland Horrors,1.0,1,domingo,martes,1,0,0,0,1115,570.0,1.14,Funding Successful,success
3272,2019-03-01,2019-03-31,2019,3,1,2019,3,31,France,France,Design,Product Design,0,132,2373,30,1,0,10,0,4,7.9632,17.064,1.1376,30,EUR,1478.88,56.079129599999995,Chaud Cacáo by The Mischievous,1.1376,1,viernes,domingo,0,1,1,0,6608,1526.6592,1.0323,Funding Successful,success
3273,2019-03-11,2019-04-10,2019,3,11,2019,4,10,Spain,Madrid,Technology,Makerspaces,0,129,2113,20,1,5,10,2,4,390.695975,1077.510225,75.436975,30,EUR,7318.5125,274.66987288541696,Element4 to innovate,1.125925,1,lunes,miércoles,0,0,1,1,7416,10208.761975,1.3949,Funding Successful,success
3274,2019-02-05,2019-04-06,2019,2,5,2019,4,6,United States,Brooklyn,Publishing,Poetry,0,32,1619,44,1,0,1,0,6,17.5,30.0,5.0,60,USD,500.0,8.33333333333333,Whispering Wings | Poetic Art Greeting Cards,1.0,1,martes,sábado,0,1,1,1,7123,2.0,0.004,Funding Unsuccessful,fail
3275,2019-03-11,2019-04-10,2019,3,11,2019,4,10,Canada,Hamilton,Publishing,Children's Books,0,120,3365,24,1,0,3,1,6,320.83333333333303,1000.0,25.0,30,USD,4400.0,146.666666666667,A Single Act of Kindness,1.0,0,lunes,miércoles,0,0,1,1,7381,4857.0,1.1039,Funding Successful,success
3276,2019-02-22,2019-03-24,2019,2,22,2019,3,24,Australia,Sydney,Games,Tabletop Games,0,35,7422,14,1,6,10,1,8,41.0,100.0,3.0,30,USD,1500.0,50.0,Grey Cells RPG,1.0,0,viernes,domingo,0,1,0,0,6074,13334.0,8.8893,Funding Successful,success
3277,2019-01-15,2019-02-27,2019,1,15,2019,2,27,Australia,Melbourne,Publishing,Translations,0,64,1931,45,1,0,1,0,7,102.57142857142901,380.0,5.0,43,USD,21000.0,488.372093023256,Translating War & Peace into Bogan-Australian,1.0,0,martes,miércoles,0,0,0,0,1024,101.0,0.0048,Cancelled by Creator,fail
3278,2019-02-19,2019-03-26,2019,2,19,2019,3,26,Mexico,Tepic,Film & Video,Comedy,1,72,879,25,1,0,6,2,8,128.448925,521.62,7.8243,35,MXN,3651.34,5.441748487999999,Segundo en 48 - Shortfilm,0.052162,1,martes,martes,0,0,0,0,6331,3721.184918,1.0191,Funding Successful,success
3279,2019-02-04,2019-02-26,2019,2,4,2019,2,26,United States,Provo,Crafts,Woodworking,0,69,3070,38,1,0,14,0,11,69.5454545454545,170.0,20.0,22,USD,1000.0,45.454545454545496,Ancient Wood Pens For An Ancient Sport,1.0,1,lunes,martes,0,0,1,0,929,3261.0,3.261,Funding Successful,success
3280,2019-01-04,2019-03-05,2019,1,4,2019,3,5,United States,Springfield,Technology,Gadgets,0,134,2957,48,1,2,1,1,4,45.0,100.0,5.0,60,USD,22000.0,366.666666666667,MagneRazor saves hundreds a year in blade costs.,1.0,1,viernes,martes,0,0,1,1,839,906.0,0.0412,Cancelled by Creator,fail
3281,2019-03-02,2019-05-01,2019,3,2,2019,5,1,Singapore,Singapore,Film & Video,Animation,0,131,595,57,1,0,7,1,5,123.4,500.0,2.0,60,USD,50.0,0.833333333333333,A traditional Chinese animation that protects environment,1.0,0,sábado,miércoles,1,0,1,1,3076,6.0,0.12,Funding Unsuccessful,fail
3282,2019-01-23,2019-03-24,2019,1,23,2019,3,24,United States,Los Angeles,Fashion,Couture,0,51,4542,45,2,0,10,1,3,283.33333333333303,500.0,100.0,60,USD,500000.0,8333.33333333333,Cozy Collections - Trendy Fashion Launch 2019,1.0,1,miércoles,domingo,0,1,0,0,6032,2.0,0.0,Funding Unsuccessful,fail
3283,2019-04-03,2019-05-03,2019,4,3,2019,5,3,United Kingdom,Hornchurch,Comics,Comic Books,0,76,2491,32,2,0,4,1,19,112.82517131578899,988.17375,1.3175649999999999,30,GBP,1317.565,57.8659176408333,The Secret Protectors Comic Book,1.3175649999999999,1,miércoles,viernes,0,0,1,1,2875,0.0,0.0,Cancelled by Creator,fail
3284,2019-01-18,2019-02-17,2019,1,18,2019,2,17,United States,Littleton,Art,Illustration,0,131,2113,24,4,0,1,0,6,70.0,300.0,10.0,30,USD,500.0,16.6666666666667,Make 100 Drawings/Pinups,1.0,1,viernes,domingo,0,1,0,0,1719,79.0,0.158,Funding Unsuccessful,fail
3285,2019-03-10,2019-04-09,2019,3,10,2019,4,9,United States,Cleveland,Publishing,Poetry,0,132,430,16,1,0,7,0,5,15.4,35.0,1.0,30,USD,400.0,13.333333333333302,The WE Anthology,1.0,1,domingo,martes,1,0,1,1,4998,417.0,1.0425,Funding Successful,success
3286,2019-03-25,2019-04-24,2019,3,25,2019,4,24,United Kingdom,Cambridge,Comics,Comic Books,1,135,7062,32,1,0,91,1,7,28.097142857142895,59.4,5.28,30,GBP,594.0,26.136,Nick Prolix's Slang Pictorial #4,1.32,1,lunes,miércoles,0,0,0,0,3722,2741.64,4.6156,Funding Successful,success
3287,2019-03-01,2019-04-30,2019,3,1,2019,4,30,United States,Rancho Cucamonga,Games,Video Games,0,128,2872,28,1,1,1,0,13,1560.38461538462,10000.0,10.0,60,USD,10000000.0,166666.666666667,Intrepid: a Star Wars MMORPG,1.0,1,viernes,martes,0,0,1,0,3302,337.0,0.0,Cancelled by Creator,fail
3288,2019-03-05,2019-04-04,2019,3,5,2019,4,4,United States,Colorado Springs,Games,Tabletop Games,0,67,10621,44,1,8,21,1,10,69.0,280.0,1.0,30,USD,6000.0,200.0,Veil of the Void: A Sci-Fantasy Tabletop RPG,1.0,1,martes,jueves,0,0,1,1,7017,7820.0,1.3033,Funding Successful,success
3289,2019-01-21,2019-02-20,2019,1,21,2019,2,20,Canada,Vancouver,Comics,Anthologies,0,134,2439,50,1,6,3,1,14,70.71428571428571,250.0,5.0,30,USD,1500.0,50.0,Gunsmoke & Dragonfire: A Fantasy Western Anthology,1.0,0,lunes,miércoles,0,0,0,0,1384,2296.0,1.5307,Funding Successful,success
3290,2019-03-25,2019-04-24,2019,3,25,2019,4,24,United States,Cleveland,Games,Playing Cards,0,91,802,34,1,0,1,0,6,44.3333333333333,116.0,11.0,30,USD,9500.0,316.66666666666697,The Trades - Playing Cards (USPCC),1.0,1,lunes,miércoles,0,0,0,0,3973,632.0,0.0665,Cancelled by Creator,fail
3291,2019-03-26,2019-04-25,2019,3,26,2019,4,25,United States,Harrisonburg,Publishing,Academic,0,118,999,44,1,0,1,0,1,15.0,15.0,15.0,30,USD,2950.0,98.3333333333333,How to Read Books: Advice of Russian Experts,1.0,1,martes,jueves,0,0,0,0,4060,32.0,0.0108,Funding Unsuccessful,fail
3292,2019-02-04,2019-02-25,2019,2,4,2019,2,25,United States,Detroit,Crafts,Candles,0,95,962,29,7,0,1,0,5,20.8,58.0,1.0,21,USD,959.0,45.6666666666667,Pokemon Themed Parody Candles,1.0,1,lunes,lunes,0,0,1,0,1039,362.0,0.3775,Funding Unsuccessful,fail
3293,2019-03-26,2019-04-15,2019,3,26,2019,4,15,Spain,Las Palmas,Technology,Hardware,0,23,2397,7,1,0,1,0,4,40.028025,74.4183,11.2755,20,EUR,2818.875,158.9211253125,SKY VTX,1.12755,1,martes,lunes,0,0,0,0,4626,13.5306,0.0048,Funding Unsuccessful,fail
3294,2019-01-13,2019-02-22,2019,1,13,2019,2,22,United Kingdom,Chelmsford,Art,Illustration,0,65,5385,41,1,0,12,0,11,26.7472,51.391999999999996,6.4239999999999995,40,GBP,423.98400000000004,13.61836608,Animal Crossing Love Heart Enamel Pin Set,1.2848,1,domingo,viernes,1,0,1,0,1478,2378.1648,5.6091,Funding Successful,success
3295,2019-01-13,2019-02-12,2019,1,13,2019,2,12,United States,Ontario,Comics,Comic Books,0,99,2321,34,5,0,15,1,7,15.5714285714286,40.0,3.0,30,USD,2200.0,73.3333333333333,"Raven Nevermore #2: ""Tempter Sent""",1.0,1,domingo,martes,1,0,1,1,1994,1580.0,0.7182,Funding Unsuccessful,fail
3296,2019-02-19,2019-03-10,2019,2,19,2019,3,10,United States,New York,Theater,Musical,0,107,436,56,1,0,1,0,3,35.0,55.0,20.0,19,USD,650.0,34.2105263157895,No Man's Land Theatre Co. Presents: The Gay Cabaret 2019,1.0,1,martes,domingo,0,1,0,1,315,756.0,1.1631,Funding Successful,success
3297,2019-02-10,2019-04-11,2019,2,10,2019,4,11,Morocco,Marrakesh,Food,Farms,0,8,2340,24,3,0,3,1,8,463.4142375,1131.21765,28.30875,60,EUR,113235.0,2137.0275375,Go4ourika - Organic Farm,1.13235,0,domingo,jueves,1,0,1,1,4988,2180.9061,0.0193,Funding Unsuccessful,fail
3298,2019-04-03,2019-05-03,2019,4,3,2019,5,3,United States,Burlington,Music,Music,0,55,1280,55,1,0,1,1,7,357.857142857143,1500.0,10.0,30,USD,1500.0,50.0,Bottle Collection: Jenna Rice's Debut Full Length Album,1.0,1,miércoles,viernes,0,0,1,1,2911,1592.0,1.0613,Funding Successful,success
3299,2019-01-15,2019-02-14,2019,1,15,2019,2,14,United States,Salt Lake City,Technology,Technology,0,82,1139,12,1,0,1,0,1,60.0,60.0,60.0,30,USD,1500.0,50.0,Pack n' Stay,1.0,1,martes,jueves,0,0,0,1,2098,1.0,0.0007,Funding Unsuccessful,fail
3300,2019-03-06,2019-05-05,2019,3,6,2019,5,5,United States,Washington,Technology,Web,0,133,1071,56,1,0,3,1,1,250.0,250.0,250.0,60,USD,100000.0,1666.66666666667,"PS REMEMBER - SOCIAL MEDIA FOR STUDENTS, STAY CONNECTED!",1.0,1,miércoles,domingo,0,1,1,1,247,1.0,0.0,Cancelled by Creator,fail
3301,2019-02-15,2019-03-17,2019,2,15,2019,3,17,United Kingdom,Lincoln,Film & Video,Documentary,0,73,7255,35,1,0,29,1,10,95.55195,386.85,10.315999999999999,30,GBP,3223.75,138.567520833333,Spectrum Addict 2.5: The Lost Tapes,1.2895,1,viernes,domingo,0,1,0,0,5694,11960.1125,3.71,Funding Successful,success
3302,2019-03-12,2019-04-11,2019,3,12,2019,4,11,Canada,Calgary,Games,Tabletop Games,0,54,2348,44,1,0,16,0,4,20.5,40.0,1.0,30,USD,800.0,26.6666666666667,Tabletop Fantasy Miniatures by Ana Polanscak,1.0,0,martes,jueves,0,0,1,1,5166,11166.0,13.9575,Funding Successful,success
3303,2019-02-06,2019-03-08,2019,2,6,2019,3,8,United States,New York,Art,Illustration,0,53,1417,37,1,0,10,0,14,50.71428571428571,100.0,10.0,30,USD,500.0,16.6666666666667,“LadyNoir” Cat Hard Enamel Pin Series,1.0,1,miércoles,viernes,0,0,1,1,611,744.0,1.4880000000000002,Funding Successful,success
3304,2019-03-25,2019-04-24,2019,3,25,2019,4,24,United States,Spokane,Film & Video,Music Videos,0,122,3615,18,1,0,0,1,8,220.125,1000.0,1.0,30,USD,7000.0,233.333333333333,Lady Saturn's tale,1.0,1,lunes,miércoles,0,0,0,0,3959,1.0,0.0001,Funding Unsuccessful,fail
3305,2019-01-20,2019-02-19,2019,1,20,2019,2,19,Australia,Perth,Fashion,Apparel,0,127,427,14,1,0,1,0,1,50.0,50.0,50.0,30,USD,1500.0,50.0,Muud. clothing,1.0,0,domingo,martes,1,0,0,0,1694,201.0,0.134,Funding Unsuccessful,fail
3306,2019-01-12,2019-02-06,2019,1,12,2019,2,6,Singapore,Singapore,Fashion,Accessories,0,59,2156,27,1,0,12,0,7,60.571428571428605,120.0,15.0,25,USD,3500.0,140.0,MCU Avengers enamel pins II,1.0,0,sábado,miércoles,1,0,1,1,2375,4880.0,1.3943,Funding Successful,success
3307,2019-03-12,2019-04-16,2019,3,12,2019,4,16,Germany,Petershagen,Technology,Technology,0,91,2969,59,1,1,19,3,6,235.882625,1015.7625,11.28625,35,EUR,6320.3,203.80710249999998,RopeScout - The best way to make ropes visible in the dark.,1.128625,1,martes,martes,0,0,1,0,4688,2106.01425,0.3332,Funding Unsuccessful,fail
3308,2019-01-26,2019-02-25,2019,1,26,2019,2,25,United States,Sugar Land,Food,Food Trucks,0,55,369,46,1,0,5,1,4,293.75,1000.0,25.0,30,USD,5000.0,166.666666666667,Corazon Coffee the next gen in coffee trailers,1.0,1,sábado,lunes,1,0,0,0,1085,3546.0,0.7092,Funding Unsuccessful,fail
3309,2019-02-12,2019-02-25,2019,2,12,2019,2,25,United States,Evansville,Publishing,Nonfiction,0,107,3008,24,1,0,8,1,6,63.3333333333333,165.0,10.0,13,USD,567.0,43.6153846153846,Marriage. Story. Heaven.,1.0,1,martes,lunes,0,0,1,0,933,582.0,1.0265,Funding Successful,success
3310,2019-03-30,2019-04-25,2019,3,30,2019,4,25,United States,New York,Design,Graphic Design,0,133,0,53,1,0,27,0,9,38.3333333333333,70.0,15.0,26,USD,100.0,3.84615384615385,Life & the Universe - Wall Art Prints & Book Donation,1.0,1,sábado,jueves,1,0,0,0,3748,1802.0,18.02,Funding Successful,success
3311,2019-03-20,2019-04-19,2019,3,20,2019,4,19,United States,Milwaukee,Art,Conceptual Art,0,122,1168,45,1,0,8,1,7,130.714285714286,500.0,10.0,30,USD,7000.0,233.333333333333,Steganography Art Book & Figure by Alex Solis,1.0,1,miércoles,viernes,0,0,0,0,4559,16228.0,2.3183,Funding Successful,success
3312,2019-01-08,2019-02-07,2019,1,8,2019,2,7,United States,Jersey City,Technology,Robots,0,120,1151,24,1,0,0,1,4,293.75,1000.0,25.0,30,USD,250000.0,8333.33333333333,Telemarketing Terminator,1.0,1,martes,jueves,0,0,1,1,2437,2.0,0.0,Funding Unsuccessful,fail
3313,2019-04-01,2019-04-30,2019,4,1,2019,4,30,United States,St. Paul,Comics,Graphic Novels,0,56,0,28,1,0,5,0,2,30.0,40.0,20.0,29,USD,500.0,17.2413793103448,The Retros - Secret Identity,1.0,1,lunes,martes,0,0,1,0,3204,531.0,1.062,Funding Successful,success
3314,2019-03-28,2019-04-18,2019,3,28,2019,4,18,United States,Seattle,Art,Illustration,0,102,3111,49,1,4,8,0,20,51.45,99.0,9.0,21,USD,600.0,28.571428571428598,d20 Archetypes: An enamel pin set for Adventurers,1.0,1,jueves,jueves,0,0,0,0,4378,10079.0,16.7983,Funding Successful,success
3315,2019-04-03,2019-05-03,2019,4,3,2019,5,3,Germany,Cologne,Design,Product Design,1,115,5563,59,1,0,41,3,11,61.0277822727273,124.815615,1.124465,30,EUR,1124.465,42.14738454083329,Open Press Project - The first 3D-Printed Printmaking Press,1.124465,1,miércoles,viernes,0,0,1,1,2966,136804.66083,121.662,Funding Successful,success
3316,2019-04-02,2019-05-02,2019,4,2,2019,5,2,United States,Boston,Design,Product Design,0,70,1846,26,1,0,1,0,3,30.0,45.0,15.0,30,USD,2650.0,88.3333333333333,Nessie - Cryptid Plush Toy,1.0,1,martes,jueves,0,0,1,1,2773,1812.0,0.6838,Funding Unsuccessful,fail
3317,2019-02-26,2019-04-17,2019,2,26,2019,4,17,United States,San Luis Obispo,Art,Art,0,115,969,12,1,0,1,0,3,20.6666666666667,30.0,12.0,50,USD,600.0,12.0,Phởking Pins,1.0,1,martes,miércoles,0,0,0,0,4474,160.0,0.2667,Funding Unsuccessful,fail
